边 : 字 0.0515842404875 | 亲 0.055637030726 | 景 0.0575127583749 | 藏 0.0644112399972 | 边 0.0670720854676 | 判 0.0725851002573 | 苏 0.0743319970543 | 类 0.083212326147 | 树 0.0836415024504 | 绍 0.0860969135025 | 责 0.0913204381213 | 房 0.0929445356894 | 止 0.0965946518374 | 号 0.0966205213141 | 河 0.0972956113869 | 客 0.100862778948 | 写 0.10341207245 | 富 0.104807801633 | 菜 0.1126050172 | 约 0.11773830607 | 油 0.119073481935 | 售 0.122507067308 | 谈 0.123112576746 | 星 0.123387996256 | 索 0.124932057801 | 票 0.130813333366 | 则 0.133311601222 | 密 0.136725437529 | 试 0.141150033163 | 图 0.142049105932 | 血 0.144696162959 | 洋 0.145617971408 | 幕 0.14614137784 | 湾 0.148654214363 | 师 0.149547177237 | 语 0.150047057961 | 型 0.152005289201 | 障 0.152070008605 | 税 0.156380433255 | 城 0.156533978373 | 土 0.156636304059 | 疗 0.158873260606 | 留 0.163524342151 | 功 0.165767977113 | 彩 0.167497898439 | 迹 0.169977057864 | 身 0.176833111934 | 卖 0.178050357426 | 空 0.178501559541 | 获 0.180164097807 | 
锔 : 腋 0.0179202285306 | 咭 0.0180120530704 | 蜷 0.0181464788962 | 沏 0.0182279832602 | 渑 0.0182423233501 | 酰 0.0183283147143 | 滓 0.0183431416311 | 擘 0.0183700916394 | 嗽 0.0183814016799 | 镉 0.0183887678274 | 鲢 0.0184168139233 | 荚 0.0184463977926 | 酪 0.0184708989828 | 肽 0.0184917886264 | 骛 0.0185135473208 | 阄 0.0185297654668 | 嗤 0.0185610181803 | 啾 0.0186667576872 | 诏 0.0186674092931 | 噎 0.0186824413127 | 阉 0.0186855806878 | 茭 0.0186926317826 | 碣 0.0187128301777 | 琊 0.0187225524235 | 缳 0.0187240859789 | 猬 0.0187286911063 | 琏 0.0187395021096 | 夼 0.0187414391179 | 躏 0.0187527992398 | 圄 0.0188060325499 | 晌 0.0188267398642 | 鹦 0.0188672089538 | 橇 0.0188685830749 | 芡 0.0188839182847 | 簪 0.018917721548 | 恿 0.0189249658569 | 奂 0.018927106139 | 崂 0.0189509545503 | 磙 0.0189610781344 | 孑 0.0189621490295 | 筵 0.0189860893632 | 洄 0.0189868484267 | 朊 0.0189883808468 | 馏 0.0189925181985 | 鳅 0.0189949769032 | 郫 0.019008654957 | 杲 0.0190107132638 | 蕃 0.0190338985613 | 碓 0.0190790919468 | 谤 0.019079712088 | 

浅 : 卜 0.0386451311977 | 菌 0.0391318305634 | 坑 0.0400399413444 | 衔 0.0413543011728 | 垂 0.0424474228467 | 柔 0.0424974787084 | 烦 0.0433579313649 | 磁 0.0443510221742 | 仙 0.0449628131435 | 蕴 0.0463037755218 | 擦 0.0467077755842 | 幻 0.0468470095556 | 茫 0.0473144258924 | 募 0.0474702027958 | 孕 0.0476072042308 | 砍 0.0495681503377 | 嫁 0.0496627420077 | 颂 0.0499946458692 | 雾 0.05006078994 | 仗 0.0502240368971 | 酿 0.0506641058236 | 冻 0.0512981865015 | 彦 0.0514811329886 | 殿 0.0515398508908 | 勋 0.0522885689096 | 凶 0.0523333810602 | 忌 0.0524691768718 | 缆 0.0537478400732 | 冈 0.0551660874855 | 谱 0.0552341882847 | 鹤 0.0558133041154 | 罐 0.0559084592015 | 抄 0.0564014229642 | 惨 0.0565479862659 | 薪 0.0567642160888 | 挣 0.0567777809053 | 虹 0.0573646677099 | 挫 0.0584537761331 | 昭 0.0586328320976 | 洽 0.0587609984986 | 夹 0.0588329943418 | 侦 0.0596123724149 | 纱 0.0597077008634 | 帽 0.0610992626871 | 稽 0.0615418653766 | 肝 0.0624537498851 | 椅 0.0625241667131 | 冶 0.0627101396395 | 睹 0.0634856025457 | 沪 0.0636361430222 | 

蓬 : 框 0.0388614900397 | 蓬 0.0395366593623 | 填 0.0434211725457 | 漂 0.047570275265 | 攀 0.0487511653724 | 描 0.0506921722257 | 粗 0.0519152553009 | 乔 0.0534071872165 | 狂 0.0550786849401 | 羽 0.0574146099689 | 屈 0.0584851515626 | 丈 0.0591530785326 | 肩 0.059363932662 | 湘 0.059941829997 | 泡 0.0612990989378 | 屏 0.0617250760825 | 抛 0.0622141287119 | 孤 0.062499207276 | 悠 0.0625125131626 | 纵 0.0628335233879 | 劝 0.0644202774275 | 焦 0.0649434935431 | 霍 0.065492975521 | 赋 0.0661199131658 | 颜 0.0662349350546 | 逆 0.0662927195613 | 饲 0.0665345029215 | 癌 0.0667647958645 | 柳 0.0670081700497 | 脉 0.0676918656824 | 滴 0.067737881765 | 弄 0.068140875966 | 隔 0.0690862097019 | 披 0.0693168187449 | 糖 0.0697914669559 | 嘴 0.0706821517794 | 仲 0.0710518377391 | 苍 0.0729244201233 | 辅 0.0740299403958 | 仔 0.0761871064238 | 惨 0.0762855719559 | 赚 0.0769542273693 | 灌 0.077054314763 | 雇 0.0776168236758 | 钻 0.079129016264 | 闯 0.0791365146323 | 锻 0.0792453551359 | 魏 0.0796154842594 | 稍 0.0816998608235 | 疲 0.0843260943963 | 

褶 : 嗤 0.0148210519175 | 滢 0.0150272783655 | 噎 0.0150625093402 | 琰 0.015065741577 | 溆 0.0151251353012 | 馗 0.0151284450522 | 镳 0.0151873814011 | 蜃 0.0152086927635 | 暌 0.0152379120496 | 嗨 0.0152546244458 | 蕨 0.0152785172264 | 钕 0.015308285601 | 萸 0.0153115865818 | 猬 0.0153344818175 | 璎 0.0153748661218 | 鳅 0.0153925378071 | 霈 0.0154087485398 | 龉 0.0154121023403 | 砷 0.0154256835526 | 夼 0.01544486465 | 绂 0.0154781177584 | 滓 0.01549320738 | 魇 0.0155109505536 | 旌 0.0155645453604 | 虱 0.0155681523285 | 羟 0.01557618355 | 蛐 0.015598566759 | 鏊 0.015645591492 | 敕 0.0156589674524 | 骛 0.0156622692426 | 芡 0.0156869610677 | 蝠 0.0157048410777 | 晌 0.0157374282836 | 艮 0.0157477698564 | 榛 0.0157800710265 | 屐 0.0157910295398 | 缛 0.0157923087342 | 裟 0.0158327895385 | 腋 0.0158412109828 | 蹩 0.0158581030546 | 焖 0.015892287429 | 菽 0.0158965184673 | 幺 0.0159218340525 | 酪 0.0159275506595 | 酊 0.0159627509466 | 阄 0.0159840351558 | 抿 0.0159905687173 | 簪 0.0160116326057 | 酰 0.0160238585672 | 挛 0.0160381042412 | 

蚌 : 媲 0.100250019029 | 瞪 0.100801232494 | 袤 0.100892158275 | 趴 0.101219029545 | 赡 0.101938497118 | 诙 0.102345559276 | 膛 0.102670585547 | 岌 0.102938292857 | 嗜 0.103272108819 | 蔼 0.103407972478 | 粱 0.103425095178 | 伶 0.103550920193 | 汀 0.103624331106 | 胺 0.103680881715 | 瀛 0.103688286055 | 馁 0.104283724567 | 姬 0.104828376947 | 殚 0.105441112499 | 琉 0.105548673176 | 挟 0.105760948436 | 蚌 0.106089698362 | 毡 0.106134992488 | 篓 0.10617760828 | 绮 0.106486170503 | 醋 0.106661670492 | 啼 0.106663467752 | 帧 0.106674395485 | 炙 0.10690656323 | 鹭 0.106908788015 | 驴 0.107068734372 | 窦 0.107096216593 | 汩 0.107180252961 | 囡 0.107309692483 | 驹 0.107366483647 | 囿 0.107675525685 | 墒 0.107931463095 | 褥 0.108530232647 | 唁 0.109467316582 | 粽 0.109468531578 | 虏 0.109609533767 | 祀 0.109673851421 | 弧 0.109680631192 | 泾 0.109766469104 | 抠 0.109779645122 | 摹 0.110538543562 | 匀 0.110573253625 | 莺 0.111096663611 | 檀 0.112023643657 | 禺 0.112158855264 | 衅 0.113432718442 | 

八 : 找 0.0960207388984 | 课 0.111395381322 | 救 0.12125134984 | 独 0.121369482804 | 留 0.143286990538 | 曾 0.146949451207 | 审 0.150879765291 | 试 0.158069582228 | 扶 0.158558786259 | 宝 0.158937390079 | 八 0.162277111516 | 福 0.16720649937 | 购 0.174360726914 | 税 0.176330330956 | 汽 0.181488903839 | 升 0.1900239974 | 征 0.193235045789 | 获 0.193299945333 | 债 0.193620511004 | 卫 0.196904184796 | 密 0.211596710718 | 借 0.212478681217 | 脱 0.218803995546 | 补 0.218954254914 | 演 0.224973452722 | 拥 0.225535724811 | 扩 0.227077294946 | 控 0.22962507617 | 铁 0.231869240462 | 短 0.232519513443 | 采 0.235647567241 | 裁 0.235967515157 | 付 0.238580123887 | 庄 0.253287051742 | 送 0.255281475431 | 写 0.264515085828 | 某 0.268909389601 | 杂 0.268956305945 | 压 0.269611387787 | 班 0.274162863316 | 杰 0.278094439969 | 室 0.281579791358 | 伤 0.284773984163 | 约 0.285213664366 | 累 0.287743530727 | 半 0.290873387215 | 故 0.292280085066 | 灵 0.292854785783 | 图 0.296748338987 | 抓 0.301201519012 | 

驻 : 笔 0.034328196855 | 桥 0.0360398823599 | 某 0.0361407504469 | 征 0.0365650194302 | 裁 0.0365703181628 | 叫 0.0385646497736 | 涉 0.0420389085366 | 庄 0.0422109818877 | 振 0.0430466372498 | 杂 0.0432101404941 | 付 0.0434556182749 | 援 0.0435062969088 | 灵 0.0454902878696 | 债 0.0463703824368 | 阵 0.0464502982471 | 幸 0.046703549431 | 敢 0.0473406419171 | 脱 0.0474792585042 | 短 0.0500731712983 | 禁 0.0503928479114 | 找 0.0505954878733 | 宝 0.0507340864319 | 佳 0.0507908892518 | 瑞 0.0520137852096 | 封 0.0522648936554 | 汽 0.053002735402 | 穿 0.0535820467346 | 朋 0.054097445988 | 宽 0.0542094099446 | 累 0.0543964505392 | 卷 0.0545136877002 | 升 0.0548501471804 | 塑 0.05485520218 | 伤 0.0548733208438 | 勤 0.0551065065698 | 戏 0.0551851353619 | 邀 0.0565081830109 | 硬 0.0566295118623 | 课 0.0567391695989 | 杰 0.0568031988075 | 留 0.0586937678358 | 亮 0.0602995100142 | 坐 0.0612683405485 | 软 0.0614015901342 | 独 0.0615837670866 | 墨 0.061655269552 | 拥 0.0640578479623 | 触 0.064407158832 | 借 0.0644072881875 | 翻 0.0654685849274 | 

雒 : 嗤 0.0460283105517 | 滢 0.0462526487022 | 嗨 0.0464094509496 | 镳 0.0465010322801 | 砷 0.0465364990604 | 噎 0.046552724453 | 璎 0.0466065799648 | 溆 0.0466198289685 | 蕨 0.046630436091 | 馗 0.046661249993 | 敕 0.0466814466605 | 旌 0.046694500744 | 虱 0.0466959647667 | 蜃 0.0466966238443 | 锃 0.0467213442394 | 幺 0.0467452967457 | 夼 0.0467931253394 | 滓 0.0467952332871 | 猬 0.0468184443984 | 芡 0.0468185727766 | 萸 0.0468219564026 | 琰 0.0468697859651 | 吡 0.0468849196904 | 钕 0.0469110236923 | 嗲 0.0469269723603 | 榛 0.0469599576008 | 裟 0.0469640865367 | 艮 0.0469778953213 | 龉 0.0470079613271 | 暌 0.0470535608576 | 魇 0.0470748836369 | 酰 0.0470937512703 | 晌 0.0471208939095 | 圄 0.0471237024846 | 蛐 0.0471479592225 | 腋 0.0471532868881 | 挛 0.0471719747579 | 缛 0.0471765311749 | 羟 0.0472058460848 | 骛 0.0472407468841 | 霈 0.0472436344785 | 抿 0.0472579914753 | 酪 0.0472797752822 | 焖 0.0473470356294 | 绂 0.0473518506997 | 鳅 0.0473832975216 | 铳 0.0473889200014 | 郫 0.0474039465948 | 蹩 0.0474046431344 | 谪 0.0474377646752 | 

ｊ : 崮 0.0197648603121 | 朐 0.0199188848221 | 糌 0.0199546858645 | 骡 0.0200690285201 | 谕 0.0200871913024 | 洇 0.0200990694459 | 氦 0.0201289021859 | 狈 0.0202437302604 | 珈 0.0202939527465 | 亳 0.020311748101 | 邈 0.0203233011928 | 鲲 0.0203573622869 | 勰 0.0204217987189 | 垭 0.0204330064752 | 嘤 0.0204531104054 | 湄 0.020454467395 | 腓 0.0206009384859 | 浣 0.0206058258909 | 靓 0.0207071482612 | 藁 0.0207102489612 | 蠕 0.0207434038581 | 碉 0.0207453568761 | 醚 0.0207617055482 | 纰 0.0207883060058 | 葳 0.0208455579037 | 蕤 0.0208611355001 | 晟 0.0208637356156 | 嗷 0.0208686218777 | 荥 0.0208932642267 | 踹 0.0209170229874 | 憷 0.0209640090069 | 麾 0.020981208721 | 仟 0.0209879019027 | 蓦 0.0210064371977 | 苕 0.02103813573 | 祢 0.02105187733 | 砟 0.0210623324087 | 胱 0.0210740914343 | 馏 0.0210837551414 | 矾 0.0210852692137 | 竺 0.0210864334997 | 佯 0.0210883228517 | 菪 0.0211739486312 | 痞 0.0211919054037 | 咣 0.0212697898103 | 踉 0.0212961867702 | 鄄 0.0213278519238 | 祜 0.0213608965451 | 筠 0.0213873159126 | 裆 0.021495059794 | 

慷 : 噪 0.0179661420102 | 厌 0.0179821665656 | 牟 0.0182809367095 | 绚 0.019006284092 | 熬 0.0190120292455 | 栖 0.0190407865708 | 溶 0.0191341662494 | 铝 0.0193948523935 | 扯 0.019592071554 | 绥 0.0196317861452 | 盏 0.0197271086767 | 溜 0.0205906329996 | 熏 0.0206934041067 | 朔 0.0208412488145 | 钉 0.0208645191925 | 颤 0.0210097087707 | 潇 0.0210245776043 | 耸 0.0210979603144 | 吓 0.0211115278162 | 抖 0.0213639425674 | 吟 0.0214582313715 | 愚 0.0215008992957 | 瞒 0.021664513282 | 鲍 0.0217470658135 | 峙 0.021934196467 | 稚 0.0220803026129 | 沾 0.0221384613864 | 抹 0.0223262988903 | 铅 0.0226022531695 | 跻 0.0227362287699 | 卵 0.0229871473423 | 冤 0.0230358900548 | 蜜 0.0231762624712 | 灶 0.0232695355011 | 凿 0.0233432432874 | 骆 0.0233866972011 | 浊 0.023628353712 | 苑 0.0237083969094 | 懒 0.0239339412327 | 侃 0.0241568894557 | 瑟 0.0241756220699 | 碟 0.0242641427047 | 屯 0.0243098221131 | 奸 0.024452137212 | 毯 0.024516197756 | 吵 0.0245318124063 | 肾 0.0245520454029 | 婉 0.0246157530926 | 扇 0.0247590184744 | 俯 0.0249271777424 | 

锨 : 蔺 0.212373187913 | 莒 0.212684329005 | 甭 0.212883233317 | 赅 0.213090355128 | 豌 0.213262695735 | 轶 0.213269587976 | 铂 0.213402866155 | 琬 0.213442926473 | 漱 0.213473519625 | 椭 0.213555027655 | 卤 0.213616474078 | 稣 0.213656457317 | 戛 0.213696974826 | 蹭 0.213920978011 | 撷 0.214254916847 | 愫 0.214330228571 | 钒 0.214396399141 | 搪 0.214402073492 | 坨 0.214412693407 | 怏 0.21443062137 | 俳 0.214471754787 | 笪 0.214494176557 | 圪 0.21457367761 | 轼 0.214736414359 | 靛 0.214836367291 | 糅 0.214886142127 | 钎 0.215025213729 | 佘 0.215074028845 | 啄 0.215076931874 | 淅 0.21513329871 | 蔫 0.215175692026 | 诧 0.21518505998 | 芷 0.215217931963 | 嘶 0.215312158006 | 褶 0.215353774302 | 珞 0.215414176035 | 匣 0.215443759193 | 蜻 0.215525988112 | 孽 0.215534854303 | 霆 0.215643749348 | 荤 0.215885399037 | 枇 0.215903507205 | 撵 0.215949024247 | ┐ 0.216275789931 | 岫 0.216280544054 | 徨 0.216384205744 | 臼 0.216413017971 | 洮 0.216459312734 | 珩 0.216796370715 | 娼 0.217149122991 | 

湾 : 幕 0.0373901054382 | 湾 0.0376222739116 | 迹 0.0412900143425 | 藏 0.0517673359266 | 菜 0.0575395626942 | 握 0.062080905706 | 误 0.0662920887326 | 疗 0.075027603132 | 洁 0.0781980808687 | 绍 0.0797659059624 | 血 0.0806078772351 | 判 0.0827302679012 | 邦 0.0920603538118 | 票 0.0925767452452 | 贵 0.0954562627914 | 麦 0.0962148225062 | 析 0.0970759258714 | 景 0.0993100433454 | 苏 0.100053603716 | 语 0.105369058225 | 字 0.105777019853 | 野 0.106289222591 | 架 0.106485692846 | 伐 0.112171039023 | 索 0.113627102866 | 雪 0.114139255363 | 房 0.115478269842 | 疾 0.11596634808 | 障 0.128949240727 | 衣 0.130664982828 | 止 0.13217908633 | 树 0.132474750419 | 卖 0.137295782715 | 跃 0.138346434861 | 彩 0.154648992444 | 佳 0.160312849244 | 密 0.16179751596 | 累 0.165081492788 | 岛 0.169445211102 | 季 0.170586008217 | 征 0.171336392615 | 卷 0.17440485852 | 册 0.17680699198 | 偿 0.177832714446 | 绩 0.178005347296 | 客 0.183060809354 | 测 0.183903131801 | 昌 0.186243699226 | 渐 0.187002894093 | 拓 0.189982687296 | 

欢 : 压 0.0387597753718 | 欢 0.0393455457702 | 扶 0.0401467819159 | 伊 0.042274777408 | 减 0.0456782295524 | 课 0.0461152252434 | 借 0.048184003424 | 赞 0.0486188247912 | 汽 0.0493653133675 | 审 0.0496470186 | 补 0.0514167586367 | 宝 0.0536177644004 | 扩 0.058004288056 | 遗 0.0586970866842 | 宗 0.0600707883822 | 拥 0.0605034258452 | 短 0.0625471081027 | 救 0.0635195245497 | 脱 0.0638427829323 | 禁 0.0687863774544 | 避 0.072967066868 | 死 0.0753800189241 | 找 0.0762855558178 | 铁 0.0771983089372 | 微 0.0774737703785 | 曾 0.0802185131915 | 博 0.0841763976983 | 灵 0.0845302771042 | 独 0.0853042611498 | 抵 0.0870234146683 | 卫 0.0874659818827 | 尊 0.0875683685862 | 庄 0.0896206322538 | 储 0.0923735920092 | 污 0.0925856723571 | 驻 0.095419559214 | 杰 0.100190627557 | 邀 0.100552910531 | 勤 0.101040263008 | 硬 0.104012917696 | 福 0.104701524426 | 恢 0.105966953464 | 摆 0.107829464072 | 瓦 0.10878565986 | 软 0.109611759974 | 债 0.111195577592 | 暴 0.112048939251 | 封 0.11505378068 | 翻 0.115606740661 | 裁 0.116188447473 | 

篑 : 憷 0.0181981204712 | 勰 0.0182615254771 | 馏 0.0182973167871 | 嗷 0.0183313217922 | 苕 0.018331609693 | 隍 0.0183554334243 | 杲 0.0183727110791 | 祢 0.0185037481085 | 蠕 0.0185101408611 | 泔 0.0185407020076 | 珈 0.0185498827229 | 湄 0.0186190727868 | 砟 0.0186474848191 | 邈 0.0186529313466 | 痞 0.0186913449777 | 麾 0.0187215945433 | 缳 0.0187437272693 | 碣 0.0187471370401 | 睢 0.0188131075967 | 藁 0.0188441488414 | 垭 0.0188655424086 | 勐 0.018868743664 | 蕃 0.0188950243451 | 噌 0.0189001838603 | 筠 0.0189464951129 | 诏 0.0189545904088 | 鲇 0.0189852930225 | 竺 0.0189935384243 | 晟 0.0189983088722 | 祜 0.0190156742059 | 奂 0.0190172320338 | 碓 0.0190707551939 | 靓 0.0190846292403 | 遛 0.0191096483251 | 懑 0.0191287899344 | 踉 0.0191332202088 | 鄄 0.0191661533123 | 唆 0.0191755362864 | 擘 0.0192013704117 | 傈 0.0192072575513 | 佯 0.0192076289929 | 磬 0.0192162560102 | 邗 0.0193456956333 | 诘 0.0193464103998 | 洄 0.0193501612398 | 沏 0.0193726321956 | 锑 0.0193743107267 | 骁 0.0193989819158 | 浣 0.0194164390945 | 洇 0.0194367168287 | 

浸 : 坑 0.0261342393347 | 擦 0.0278583409587 | 磁 0.0280813682133 | 菌 0.0288408497733 | 衔 0.0290488516454 | 卜 0.0293933971713 | 茫 0.0318316290504 | 垂 0.0327395029969 | 烦 0.0329955177916 | 募 0.0331737889886 | 罐 0.0333794172161 | 忌 0.0336498820024 | 柔 0.0342753201802 | 勋 0.0344432576457 | 颂 0.0351060941652 | 鹤 0.0354933046437 | 幻 0.0355079087836 | 抄 0.0364951763579 | 嫁 0.0368397327831 | 雾 0.0372729964449 | 仗 0.0377766176231 | 凶 0.0380941837794 | 蕴 0.038231489107 | 椅 0.0384269196022 | 酿 0.0385787010462 | 仙 0.0388414624017 | 缆 0.0389725147099 | 冈 0.0389810631847 | 砍 0.0405251200622 | 殿 0.0409166216282 | 滔 0.0409431262385 | 谦 0.04147927234 | 孕 0.0417150093041 | 恋 0.0425748384913 | 肝 0.0426683662959 | 纱 0.0431730170985 | 沪 0.0443440458188 | 眉 0.0444707992869 | 挫 0.0449485305411 | 彦 0.0450268759851 | 薪 0.0454161506776 | 谱 0.0459526762019 | 冻 0.0462420890813 | 冶 0.0470787212746 | 睹 0.0476279139982 | 淹 0.0477362113281 | 芝 0.0487365727573 | 蜂 0.0495232405862 | 帷 0.0500975291226 | 挣 0.0504339637328 | 

于 : 于 0.128821846294 | 家 0.164328484464 | 开 0.187629979462 | 就 0.215447242559 | 时 0.216731967372 | 以 0.216924532624 | 已 0.22871945577 | 对 0.232874725222 | 将 0.236047395059 | 成 0.24159723742 | 华 0.249741688349 | 得 0.252511400848 | 门 0.255774848168 | 高 0.257027644413 | 认 0.260341191836 | 利 0.260773331503 | 文 0.266650629376 | 方 0.274141524083 | 任 0.281168033811 | 相 0.281947164197 | 科 0.283484980805 | 形 0.288628900416 | 入 0.293883630969 | 安 0.29429422259 | 现 0.29808822911 | 取 0.304945395196 | 东 0.306423472567 | 参 0.308366617737 | 转 0.312321736726 | 议 0.312436734232 | 调 0.312872468087 | 目 0.314080512157 | 社 0.314947412125 | 军 0.31559733184 | 过 0.317890662316 | 求 0.318241444379 | 专 0.318585315738 | 事 0.318817719711 | 各 0.319871744624 | 创 0.323205490614 | 举 0.324434296134 | 青 0.328800944611 | 商 0.330761099995 | 农 0.33364673404 | 带 0.337546747442 | 点 0.340249343515 | 村 0.340864111908 | 运 0.342788067698 | 面 0.34509235017 | 价 0.348821734353 | 

霓 : 瑕 0.0827849301751 | 篝 0.0828225749682 | 芋 0.0829385821937 | 吭 0.0830704119615 | 捺 0.0831447800276 | 遒 0.0832984269226 | 掂 0.0836802646593 | 羌 0.0837926745603 | 钛 0.0838368545199 | 眩 0.0838571585078 | 惭 0.0840940295103 | 亘 0.0841708678535 | 镍 0.0843104959183 | 橘 0.0843677469032 | 芸 0.0843755035542 | 赝 0.0845666955613 | 蝗 0.0846897456333 | 嗅 0.0849181784473 | 偎 0.0849903076983 | 撩 0.0851955152112 | 邬 0.0851974304739 | 耄 0.0852098478711 | 淆 0.0857081594799 | 臧 0.0860726077743 | 屎 0.0863968531639 | 痫 0.0864919865664 | 鲥 0.086659702811 | 掖 0.0869234523504 | 娣 0.0870206622078 | 剽 0.0871161048826 | 藩 0.0875116417533 | 梵 0.0876129744783 | 孀 0.0879311191094 | 陨 0.0882467812498 | 逍 0.0885092448576 | 笙 0.0888534878139 | 厮 0.0889767820641 | 疹 0.0890449825582 | 啪 0.0890777967158 | 丐 0.0890803700231 | 藜 0.0895112925373 | 蛀 0.0895348434841 | 茸 0.0896300835111 | 熹 0.089655229407 | 楞 0.0896567133234 | 裘 0.0897642962817 | 潼 0.0897930833197 | 簧 0.0899186443216 | 阖 0.0899496609243 | 喋 0.0900342631149 | 

方 : 成 0.196232953678 | 方 0.197428828291 | 事 0.241454066743 | 现 0.250823713281 | 面 0.302131100462 | 高 0.318050693123 | 时 0.355650805059 | 部 0.357962319276 | 通 0.370837592027 | 就 0.398981403438 | 科 0.432615086921 | 技 0.446797085679 | 市 0.469095946639 | 文 0.473466709824 | 过 0.473950169882 | 活 0.482119157934 | 程 0.548598718933 | 农 0.590040983868 | 要 0.620054692133 | 赛 0.629633360196 | 务 0.629895471976 | 社 0.643658412706 | 出 0.654750698518 | 商 0.661674100974 | 入 0.66400707253 | 议 0.720101293657 | 村 0.721776691405 | 任 0.723016271809 | 前 0.723130724629 | 目 0.772024727769 | 等 0.775988350151 | 家 0.782232728552 | 军 0.793106255372 | 民 0.795100924174 | 学 0.801760102537 | 点 0.810832176784 | 将 0.854778085903 | 参 0.870500434295 | 调 0.881664521665 | 取 0.892773491533 | 身 0.926171734541 | 东 0.927439801099 | 城 0.931798887481 | 已 0.937846944278 | 委 0.966832388609 | 举 0.987835333693 | 开 0.988515513675 | 利 0.998305689539 | 物 1.00894187961 | 门 1.02261937979 | 

他 : 他 0.234947065088 | 今 0.611676356854 | 要 0.931501171015 | 改 0.937022215369 | 各 1.06787555564 | 两 1.06984137217 | 现 1.10176101746 | 项 1.11869867263 | 五 1.16584546104 | 就 1.23751342576 | 只 1.32771485486 | 坚 1.33345761086 | 二 1.34770955835 | 次 1.3498162695 | 方 1.38577730407 | 第 1.39193387864 | 成 1.40937861602 | 求 1.42675220373 | 持 1.45220517313 | 家 1.46312824165 | 对 1.49045254415 | 目 1.54160824023 | 以 1.56862512067 | 点 1.58541487774 | 近 1.67662094557 | 农 1.70161083707 | 务 1.7083886489 | 时 1.71795740165 | 议 1.72480709972 | 极 1.73893305367 | 此 1.74968493064 | 东 1.75194683796 | 于 1.7581198201 | 由 1.76019508127 | 面 1.78385353907 | 取 1.78424303377 | 开 1.81033537633 | 将 1.81235507531 | 高 1.82357568732 | 是 1.83748633506 | 切 1.8455733926 | 善 1.86105258372 | 过 1.86977498597 | 促 1.87184093626 | 千 1.87959654838 | 市 1.91847633313 | 前 1.92466506833 | 们 1.93847503617 | 社 1.96960320908 | 事 1.98149393848 | 

开 : 高 0.127423004999 | 科 0.146514834727 | 通 0.160819166308 | 面 0.168271043481 | 事 0.171846891489 | 成 0.185842951781 | 文 0.200198225974 | 时 0.204097295808 | 部 0.205267404919 | 社 0.21592564642 | 任 0.228005828063 | 农 0.243855350085 | 方 0.25039977403 | 前 0.257412819072 | 过 0.270092426584 | 相 0.304021074052 | 安 0.305685714889 | 门 0.313014163007 | 就 0.314358504229 | 商 0.317923580927 | 军 0.320396219324 | 现 0.326364669222 | 认 0.34584618275 | 技 0.370888888538 | 参 0.371349779877 | 调 0.376178248842 | 已 0.386021949772 | 委 0.398342590976 | 家 0.398824975736 | 投 0.400643768899 | 民 0.403113444112 | 城 0.403518493747 | 出 0.415474445463 | 活 0.420726661361 | 专 0.420751966999 | 学 0.425655017558 | 身 0.464337770143 | 利 0.470077127115 | 大 0.490544095711 | 入 0.513563565115 | 赛 0.518023465343 | 以 0.521906038243 | 转 0.525090960149 | 开 0.528386481251 | 将 0.529968649948 | 教 0.53556353377 | 形 0.542574839228 | 举 0.546922837023 | 运 0.551281812247 | 市 0.564600741309 | 
